slug,title,verdict,priority,cluster,pageTypeGuess,viewCount,wordCount,aiGenerated,hasProductLink,mergeIntoSlug,productUrls,reason,nextAction,url
claude-academy-i-proektmap,Claude Academy и ProektMap: школа грамотности и полигон результата,product-link,P1,llm-models,news,18,359,false,false,,,"Тема в кластере, но нет ссылки на продукт ProektMap",Добавить CTA на /models,https://proektmap.ru/blog/claude-academy-i-proektmap
unikalizator-foto-dlya-avito,Уникализатор фото для Авито: как подготовить снимки без склейки объявлений,keep,P2,avito-ai,explainer,27,461,false,false,,,Сильный human/экспертный материал,Оставить; при возможности добавить FAQ/обновить дату,https://proektmap.ru/blog/unikalizator-foto-dlya-avito
sellery-ozon-i-wildberries-prismatrivayutsya-k-mvideo-i-yandeks-market,Селлеры Ozon и Wildberries присматриваются к «М.Видео» и «Яндекс Маркету»: что это значит,leave-as-news,P3,marketplace,news,14,349,true,false,,,"Своевременная новость — архив, не ядро спроса","Не расширять; при новой волне — обновить entity-кластер, не клонировать пост",https://proektmap.ru/blog/sellery-ozon-i-wildberries-prismatrivayutsya-k-mvideo-i-yandeks-market
pochti-80-zhiteley-szfo-gotovy-kupit-avto-v-kredit-kak-prodavtsu-ispol,Почти 80% жителей СЗФО готовы купить авто в кредит: как продавцу использовать тренд,expand,P0,avito-ai,explainer,12,268,true,false,,,"Тонкий кластерный пост — сначала расширить, затем CTA",Expand + обязательный product CTA,https://proektmap.ru/blog/pochti-80-zhiteley-szfo-gotovy-kupit-avto-v-kredit-kak-prodavtsu-ispol
avtomatizatsiya-prodazh-kak-nayti-prichinu-sboya-ii,Автоматизация продаж: как найти причину сбоя ИИ,product-link,P1,avito-ai,explainer,21,342,true,false,,,"Тема в кластере, но нет ссылки на продукт ProektMap",Добавить CTA на /avito,https://proektmap.ru/blog/avtomatizatsiya-prodazh-kak-nayti-prichinu-sboya-ii
zhiteli-szfo-gotovy-platit-25-tysyach-za-obuchenie-kak-prodavtsu-zarab,Жители СЗФО готовы платить 25 тысяч за обучение: как продавцу заработать на Авито,product-link,P1,avito-ai,explainer,14,347,true,false,,,"Тема в кластере, но нет ссылки на продукт ProektMap",Добавить CTA на /avito,https://proektmap.ru/blog/zhiteli-szfo-gotovy-platit-25-tysyach-za-obuchenie-kak-prodavtsu-zarab
za-chto-platit-pri-obuchenii-analitike-i-ml-sovety-prodavtsam,За что платить при обучении аналитике и ML: советы продавцам,evergreen,P3,avito-ai,explainer,13,298,true,true,,/ai-tools,"Тема вечнозелёная, формат сейчас News/тонкий — превратить в guide/entity","Расширить до guide: ответ сверху, шаги, плохо→хорошо, CTA",https://proektmap.ru/blog/za-chto-platit-pri-obuchenii-analitike-i-ml-sovety-prodavtsam
rechevaya-analitika-dlya-prodavtsov-kak-vybrat-ai-v-2026,Речевая аналитика для продавцов: как выбрать AI в 2026,merge,P1,marketplace,explainer,9,378,true,true,analitika-s-ii-dlya-prodavtsov-kak-vybrat-reshenie-v-2026,/ai-tools,Дубль/пересечение с более сильным постом (sim=0.67),"Объединить в /blog/analitika-s-ii-dlya-prodavtsov-kak-vybrat-reshenie-v-2026, с текущего — 301 после ручной проверки",https://proektmap.ru/blog/rechevaya-analitika-dlya-prodavtsov-kak-vybrat-ai-v-2026
ai-dlya-prodavtsov-kak-benchmarki-pomogayut-vybrat-neyroset,AI для продавцов: как бенчмарки помогают выбрать нейросеть,product-link,P1,avito-ai,explainer,16,373,true,false,neyroset-dlya-ob-yavleniy-kak-vybrat-ai-dlya-prodavtsov,,"Тема в кластере, но нет ссылки на продукт ProektMap",Добавить CTA на /avito,https://proektmap.ru/blog/ai-dlya-prodavtsov-kak-benchmarki-pomogayut-vybrat-neyroset
ai-dlya-prodavtsov-novye-neyroseti-uskoryayut-video-i-zvuk,AI для продавцов: новые нейросети ускоряют видео и звук,product-link,P1,avito-ai,news,17,308,true,false,,,"Тема в кластере, но нет ссылки на продукт ProektMap",Добавить CTA на /avito,https://proektmap.ru/blog/ai-dlya-prodavtsov-novye-neyroseti-uskoryayut-video-i-zvuk
ai-i-avtomatizatsiya-kak-menyaetsya-fundamental-nyy-analiz-dlya-prodav,AI и автоматизация: как меняется фундаментальный анализ для продавцов,product-link,P1,avito-ai,explainer,9,320,true,false,,,"Тема в кластере, но нет ссылки на продукт ProektMap",Добавить CTA на /avito,https://proektmap.ru/blog/ai-i-avtomatizatsiya-kak-menyaetsya-fundamental-nyy-analiz-dlya-prodav
haval-lidiruet-po-uznavaemosti-sredi-kitayskih-avto-kak-ispol-zovat-tr,HAVAL лидирует по узнаваемости среди китайских авто: как использовать тренд на Авито,expand,P0,avito-ai,faq,11,289,true,false,,,"Тонкий кластерный пост — сначала расширить, затем CTA",Expand + обязательный product CTA,https://proektmap.ru/blog/haval-lidiruet-po-uznavaemosti-sredi-kitayskih-avto-kak-ispol-zovat-tr
apple-zavershaet-epohu-intel-macos-27-bez-rosetta-chto-delat-prodavtsa,Apple завершает эпоху Intel: macOS 27 без Rosetta — что делать продавцам,leave-as-news,P3,avito-ai,news,13,376,true,false,,,"Своевременная новость — архив, не ядро спроса","Не расширять; при новой волне — обновить entity-кластер, не клонировать пост",https://proektmap.ru/blog/apple-zavershaet-epohu-intel-macos-27-bez-rosetta-chto-delat-prodavtsa
kak-zapustit-targetirovannuyu-reklamu-na-avito-obuchayuschiy-kurs,Как запустить таргетированную рекламу на Авито: обучающий курс,product-link,P1,avito-ai,explainer,11,323,true,false,,,"Тема в кластере, но нет ссылки на продукт ProektMap",Добавить CTA на /avito,https://proektmap.ru/blog/kak-zapustit-targetirovannuyu-reklamu-na-avito-obuchayuschiy-kurs
generativnye-interfeysy-dlya-prodavtsov-buduschee-bez-prilozheniy,Генеративные интерфейсы для продавцов: будущее без приложений,keep,P2,avito-ai,explainer,13,323,true,true,,/ai-tools,Базово приемлемо,Мониторить в матрице спроса,https://proektmap.ru/blog/generativnye-interfeysy-dlya-prodavtsov-buduschee-bez-prilozheniy
avtomatizatsiya-prodazh-s-ii-kak-zaschitit-ai-agentov,Автоматизация продаж с ИИ: как защитить AI-агентов,merge,P1,avito-ai,explainer,12,292,true,false,avtomatizatsiya-prodazh-s-ii-zaschita-ai-agentov,,Дубль/пересечение с более сильным постом (sim=0.60),"Объединить в /blog/avtomatizatsiya-prodazh-s-ii-zaschita-ai-agentov, с текущего — 301 после ручной проверки",https://proektmap.ru/blog/avtomatizatsiya-prodazh-s-ii-kak-zaschitit-ai-agentov
tsifrovaya-granitsa-kak-zaschitit-prodazhi-na-marketpleysah,Цифровая граница: как защитить продажи на маркетплейсах,evergreen,P3,avito-ai,explainer,8,241,true,true,,/ai-tools,"Тема вечнозелёная, формат сейчас News/тонкий — превратить в guide/entity","Расширить до guide: ответ сверху, шаги, плохо→хорошо, CTA",https://proektmap.ru/blog/tsifrovaya-granitsa-kak-zaschitit-prodazhi-na-marketpleysah
1s-bez-rutiny-avtomatizatsiya-prodazh-s-ii-dlya-sellerov,1С без рутины: автоматизация продаж с ИИ для селлеров,merge,P1,avito-ai,explainer,9,315,true,false,ii-v-1s-avtomatizatsiya-prodazh-dlya-sellerov,,Дубль/пересечение с более сильным постом (sim=0.75),"Объединить в /blog/ii-v-1s-avtomatizatsiya-prodazh-dlya-sellerov, с текущего — 301 после ручной проверки",https://proektmap.ru/blog/1s-bez-rutiny-avtomatizatsiya-prodazh-s-ii-dlya-sellerov
avtomatizatsiya-prodazh-s-ii-kak-neyroseti-uproschayut-rabotu-prodavts,Автоматизация продаж с ИИ: как нейросети упрощают работу продавца,expand,P0,avito-ai,explainer,12,266,true,false,,,"Тонкий кластерный пост — сначала расширить, затем CTA",Expand + обязательный product CTA,https://proektmap.ru/blog/avtomatizatsiya-prodazh-s-ii-kak-neyroseti-uproschayut-rabotu-prodavts
avtomatizatsiya-prodazh-kak-prevratit-funktsiyu-v-nodu,Автоматизация продаж: как превратить функцию в ноду,evergreen,P3,marketplace,explainer,8,289,true,true,,/ai-tools/lovable /ai-tools/gigacode /ai-tools/yandex-code-assistant,"Тема вечнозелёная, формат сейчас News/тонкий — превратить в guide/entity","Расширить до guide: ответ сверху, шаги, плохо→хорошо, CTA",https://proektmap.ru/blog/avtomatizatsiya-prodazh-kak-prevratit-funktsiyu-v-nodu
kak-neyroset-ob-edinila-209-tysyach-tovarov-i-uskorila-obzvon,Как нейросеть объединила 209 тысяч товаров и ускорила обзвон,product-link,P1,avito-ai,explainer,11,403,true,false,,,"Тема в кластере, но нет ссылки на продукт ProektMap",Добавить CTA на /avito,https://proektmap.ru/blog/kak-neyroset-ob-edinila-209-tysyach-tovarov-i-uskorila-obzvon
crm-dlya-prodavtsov-na-avito-i-marketpleysah-kak-vybrat-v-2026,CRM для продавцов на Авито и маркетплейсах: как выбрать в 2026,keep,P2,marketplace,explainer,11,325,true,true,ai-dlya-prodavtsov-kak-ii-okupaetsya-na-avito-i-marketpleysah,/ai-tools,Базово приемлемо,Мониторить в матрице спроса,https://proektmap.ru/blog/crm-dlya-prodavtsov-na-avito-i-marketpleysah-kak-vybrat-v-2026
